symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
goog,2016-07-06 00:00:00+00:00,697.77,701.68,689.09,689.98,1411925,697.77,701.68,689.09,689.98,1411925,0.0,1.0
goog,2016-07-07 00:00:00+00:00,695.36,698.2,688.215,698.08,1304200,695.36,698.2,688.215,698.08,1304200,0.0,1.0
goog,2016-07-08 00:00:00+00:00,705.63,705.71,696.435,699.5,1575166,705.63,705.71,696.435,699.5,1575166,0.0,1.0
goog,2016-07-11 00:00:00+00:00,715.09,716.51,707.24,708.05,1111762,715.09,716.51,707.24,708.05,1111762,0.0,1.0
goog,2016-07-12 00:00:00+00:00,720.64,722.94,715.91,719.12,1336921,720.64,722.94,715.91,719.12,1336921,0.0,1.0
goog,2016-07-13 00:00:00+00:00,716.98,724.0,716.85,723.62,935876,716.98,724.0,716.85,723.62,935876,0.0,1.0
goog,2016-07-14 00:00:00+00:00,720.95,722.21,718.03,721.58,950193,720.95,722.21,718.03,721.58,950193,0.0,1.0
goog,2016-07-15 00:00:00+00:00,719.85,725.74,719.055,725.73,1279339,719.85,725.74,719.055,725.73,1279339,0.0,1.0
goog,2016-07-18 00:00:00+00:00,733.78,736.13,721.19,722.71,1295476,733.78,736.13,721.19,722.71,1295476,0.0,1.0
goog,2016-07-19 00:00:00+00:00,736.96,736.99,729.0,729.89,1227486,736.96,736.99,729.0,729.89,1227486,0.0,1.0
goog,2016-07-20 00:00:00+00:00,741.19,742.13,737.1,737.33,1289671,741.19,742.13,737.1,737.33,1289671,0.0,1.0
goog,2016-07-21 00:00:00+00:00,738.63,741.69,735.831,740.36,1026306,738.63,741.69,735.831,740.36,1026306,0.0,1.0
goog,2016-07-22 00:00:00+00:00,742.74,743.24,736.56,741.86,1259823,742.74,743.24,736.56,741.86,1259823,0.0,1.0
goog,2016-07-25 00:00:00+00:00,739.77,742.61,737.5,740.67,1032432,739.77,742.61,737.5,740.67,1032432,0.0,1.0
goog,2016-07-26 00:00:00+00:00,738.42,741.69,734.27,739.04,1186738,738.42,741.69,734.27,739.04,1186738,0.0,1.0
goog,2016-07-27 00:00:00+00:00,741.77,744.46,737.0,738.28,1512517,741.77,744.46,737.0,738.28,1512517,0.0,1.0
goog,2016-07-28 00:00:00+00:00,745.91,748.65,739.3,747.04,3530169,745.91,748.65,739.3,747.04,3530169,0.0,1.0
goog,2016-07-29 00:00:00+00:00,768.79,778.55,766.77,772.71,3841482,768.79,778.55,766.77,772.71,3841482,0.0,1.0
